No,Nama Tukang,Tempat kerja,Keahliah,Daerah,Jam kerja,Harga /jam,Rating
994,Wati Nugroho,Nugroho Tukang Aluminium,Tukang Aluminium,Surabaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,9"
995,Fina Saputra,"Saputra Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Banyuwangi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 80.000,"4,1"
996,Ratna Wibowo,"Wibowo Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Tasikmalaya,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 120.000,"4,9"
997,Rizki Ningsih,Ningsih Tukang Aluminium,Tukang Aluminium,Pekalongan,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,"2,8"
998,Andi Gunawan,Gunawan Tukang AC,Tukang AC,Semarang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 100.000,"4,5"
999,Arif Hadi,Hadi Design dan Fotografi,Design dan Fotografi,Semarang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"3,5"
1000,Hendra Saputra,Saputra Foto dan Videografi,Foto dan Videografi,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,1"
1001,Wati Hartono,Hartono Design dan Fotografi,Design dan Fotografi,Malang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,"4,6"
1002,Arif Nugroho,Nugroho Instalasi Listrik,Instalasi Listrik,Surabaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"4,5"
1003,Hendra Sari,Sari Instalasi Listrik,Instalasi Listrik,Bandung,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,9"
1004,Wati Pratama,Pratama Design Logo,Design Logo,Wonosobo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 80.000,"3,2"
1005,Hendra Gunawan,"Gunawan Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Surabaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,5"
1006,Surya Kusuma,Kusuma Foto dan Videografi,Foto dan Videografi,Surabaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 60.000,"4,6"
1007,Surya Ningsih,Ningsih Instalasi Pipa,Instalasi Pipa,Kebumen,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"4,3"
1008,Ahmad Wibowo,Wibowo Foto dan Videografi,Foto dan Videografi,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"3,5"
1009,Dwi Hartono,Hartono Tukang Aluminium,Tukang Aluminium,Solo,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 130.000,"4,9"
1010,Joko Kurniawan,"Kurniawan Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Wonosobo,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 80.000,"4,2"
1011,Maya Wibowo,Wibowo Instalasi Listrik,Instalasi Listrik,Surabaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"4,8"
1012,Adi Nugroho,"Nugroho Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Wonosobo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"3,5"
1013,Rahayu Permatasari,Permatasari Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 80.000,"2,8"
1014,Toni Hadi,Hadi Instalasi Pipa,Instalasi Pipa,Cilacap,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,4
1015,Agus Kurniawan,"Kurniawan Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Banyuwangi,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 130.000,"2,8"
1016,Joko Purba,Purba Instalasi Listrik,Instalasi Listrik,Sleman,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 70.000,"4,2"
1017,Toni Wibowo,Wibowo Tukang Aluminium,Tukang Aluminium,Kebumen,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,7"
1018,Dewi Utami,Utami Instalasi Pipa,Instalasi Pipa,Kebumen,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"3,5"
1019,Dwi Wibowo,Wibowo Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 80.000,"3,5"
1020,Sari Purba,Purba Tukang Kayu,Tukang Kayu,Sleman,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,6"
1021,Ahmad Saputra,"Saputra Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Kebumen,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,4
1022,Eko Kusuma,Kusuma Design dan Cetak,Design dan Cetak,Cilacap,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 80.000,"4,2"
1023,Nina Hadi,Hadi Design Logo,Design Logo,Bandung,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,4
1024,Sinta Sari,Sari Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Kebumen,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"3,2"
1025,Ani Sari,Sari Design Logo,Design Logo,Purwokerto,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,5"
1026,Maya Nugroho,"Nugroho Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Purwokerto,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 130.000,"4,6"
1027,Ivan Hadi,Hadi Tukang Kayu,Tukang Kayu,Boyolali,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,9"
1028,Toni Wijaya,Wijaya Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Wonosobo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,6"
1029,Nina Wati,Wati Tukang AC,Tukang AC,Purwokerto,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 140.000,"4,5"
1030,Arif Wati,Wati Tukang Aluminium,Tukang Aluminium,Bekasi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 95.000,"4,1"
1031,Wati Nugroho,Nugroho Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Cilacap,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 120.000,"4,1"
1032,Hendra Sari,Sari Foto dan Videografi,Foto dan Videografi,Boyolali,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 95.000,"4,2"
1033,Agus Wati,Wati Instalasi Pipa,Instalasi Pipa,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,"3,2"
1034,Hadi Lestari,Lestari Design dan Fotografi,Design dan Fotografi,Solo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"4,5"
1035,Dwi Hartono,"Hartono Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Boyolali,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 100.000,"3,2"
1036,Sari Setiawan,Setiawan Instalasi Listrik,Instalasi Listrik,Purwokerto,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,2"
1037,Rini Purba,Purba Tukang AC,Tukang AC,Surabaya,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 120.000,"3,5"
1038,Sinta Ningsih,Ningsih Design Logo,Design Logo,Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 130.000,"4,6"
1039,Sari Sari,"Sari Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Cilacap,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 100.000,"3,2"
1040,Joko Hartono,Hartono Design Logo,Design Logo,Bandung,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 95.000,"4,9"
1041,Siti Setiawan,"Setiawan Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Kebumen,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"4,6"
1042,Wati Nugroho,Nugroho Design dan Cetak,Design dan Cetak,Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 150.000,"4,7"
1043,Nina Saputra,Saputra Foto dan Videografi,Foto dan Videografi,Tasikmalaya,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,8"
1044,Siti Saputra,Saputra Tukang AC,Tukang AC,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 95.000,"3,2"
1045,Citra Hadi,Hadi Tukang Aluminium,Tukang Aluminium,Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,2"
1046,Hadi Purba,Purba Instalasi Pipa,Instalasi Pipa,Cilacap,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"4,6"
1047,Agus Lestari,Lestari Design dan Cetak,Design dan Cetak,Sleman,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,7"
1048,Arif Purba,Purba Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Solo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,2"
1049,Fina Saputri,Saputri Instalasi Pipa,Instalasi Pipa,Boyolali,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"3,5"
1050,Rudi Ningsih,Ningsih Tukang Aluminium,Tukang Aluminium,Malang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 80.000,"4,3"
1051,Fina Saputri,Saputri Foto dan Videografi,Foto dan Videografi,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 95.000,"3,2"
1052,Agus Permatasari,Permatasari Design dan Cetak,Design dan Cetak,Cilacap,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,8"
1053,Fitri Kusuma,Kusuma Design dan Cetak,Design dan Cetak,Cilacap,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,5"
1054,Arif Gunawan,Gunawan Tukang Kayu,Tukang Kayu,Solo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,6"
1055,Sinta Nugroho,"Nugroho Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Surabaya,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 130.000,4
1056,Ratna Wati,Wati Design dan Fotografi,Design dan Fotografi,Malang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 100.000,"4,6"
1057,Andi Wibowo,Wibowo Tukang Kayu,Tukang Kayu,Boyolali,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"4,9"
1058,Rudi Purba,Purba Tukang Aluminium,Tukang Aluminium,Purwokerto,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 130.000,"4,8"
1059,Sari Pratama,Pratama Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Semarang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"2,8"
1060,Ratna Ningsih,Ningsih Design dan Fotografi,Design dan Fotografi,Semarang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 140.000,"4,1"
1061,Putri Wati,Wati Tukang Kayu,Tukang Kayu,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,"4,6"
1062,Toni Setiawan,Setiawan Design dan Fotografi,Design dan Fotografi,Tasikmalaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 60.000,"4,9"
1063,Andi Wijaya,Wijaya Tukang Kayu,Tukang Kayu,Purwokerto,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,4
1064,Rahayu Saputri,Saputri Design dan Fotografi,Design dan Fotografi,Wonosobo,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"3,5"
1065,Dewa Kusuma,Kusuma Tukang Aluminium,Tukang Aluminium,Semarang,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 70.000,"4,8"
1066,Linda Kurniawan,Kurniawan Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Boyolali,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"3,2"
1067,Wati Wijaya,Wijaya Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Semarang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,4
1068,Toni Wibowo,Wibowo Instalasi Pipa,Instalasi Pipa,Wonosobo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,"4,8"
1069,Rini Nugroho,"Nugroho Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Boyolali,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"3,2"
1070,Fitri Wijaya,Wijaya Instalasi Listrik,Instalasi Listrik,Solo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 70.000,"4,6"
1071,Dewa Utami,Utami Tukang Aluminium,Tukang Aluminium,Bekasi,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,"4,9"
1072,Wati Wijaya,Wijaya Design dan Cetak,Design dan Cetak,Malang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,9"
1073,Rahayu Saputra,Saputra Design Logo,Design Logo,Wonosobo,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,4
1074,Hendra Hadi,Hadi Tukang Aluminium,Tukang Aluminium,Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 95.000,"4,9"
1075,Eko Wijaya,Wijaya Design dan Fotografi,Design dan Fotografi,Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"4,9"
1076,Citra Nugroho,Nugroho Instalasi Pipa,Instalasi Pipa,Malang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 150.000,"4,9"
1077,Budi Susanto,Susanto Design Logo,Design Logo,Wonosobo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"4,3"
1078,Fitri Pratama,Pratama Tukang Kayu,Tukang Kayu,Solo,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"4,7"
1079,Citra Permatasari,Permatasari Design dan Cetak,Design dan Cetak,Pekalongan,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,6"
1080,Rina Setiawan,"Setiawan Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Semarang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 80.000,4
1081,Arif Pratama,"Pratama Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Kebumen,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 140.000,"4,7"
1082,Toni Saputra,Saputra Design Logo,Design Logo,Boyolali,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 100.000,"4,5"
1083,Rini Kurniawan,Kurniawan Design dan Fotografi,Design dan Fotografi,Malang,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,"4,3"
1084,Ahmad Nugroho,"Nugroho Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,"4,5"
1085,Rini Utami,"Utami Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 150.000,"4,9"
1086,Putri Ningsih,Ningsih Tukang AC,Tukang AC,Kebumen,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 140.000,"4,1"
1087,Hadi Pratama,Pratama Design Logo,Design Logo,Bekasi,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,3"
1088,Dewa Susanto,Susanto Tukang Aluminium,Tukang Aluminium,Semarang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 95.000,"4,1"
1089,Toni Lestari,Lestari Design dan Cetak,Design dan Cetak,Malang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 70.000,"4,8"
1090,Eko Ningsih,Ningsih Tukang Aluminium,Tukang Aluminium,Purwokerto,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,5"
1091,Yanti Kusuma,Kusuma Design dan Cetak,Design dan Cetak,Semarang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,2"
1092,Citra Setiawan,Setiawan Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"4,8"
1093,Lina Utami,Utami Foto dan Videografi,Foto dan Videografi,Boyolali,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"2,8"
1094,Putri Hartono,Hartono Instalasi Listrik,Instalasi Listrik,Wonosobo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"4,6"
1095,Hery Nugroho,Nugroho Foto dan Videografi,Foto dan Videografi,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 130.000,"4,8"
1096,Dwi Susanto,Susanto Instalasi Pipa,Instalasi Pipa,Solo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 150.000,"4,6"
1097,Agus Utami,Utami Design dan Cetak,Design dan Cetak,Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 70.000,"4,6"
1098,Adi Saputra,Saputra Tukang Aluminium,Tukang Aluminium,Bekasi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 140.000,"4,5"
1099,Reza Purba,Purba Tukang Aluminium,Tukang Aluminium,Surabaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 150.000,"3,5"
1100,Hadi Gunawan,Gunawan Design dan Fotografi,Design dan Fotografi,Pekalongan,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"3,2"
1101,Sinta Pratama,Pratama Instalasi Listrik,Instalasi Listrik,Bekasi,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"3,5"
1102,Rizki Kurniawan,"Kurniawan Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Pekalongan,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 70.000,4
1103,Rudi Saputri,"Saputri Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Pekalongan,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"4,9"
1104,Siti Lestari,Lestari Foto dan Videografi,Foto dan Videografi,Kebumen,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,4
1105,Andi Ningsih,Ningsih Tukang AC,Tukang AC,Bandung,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"2,8"
1106,Hadi Gunawan,Gunawan Instalasi Listrik,Instalasi Listrik,Tasikmalaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"4,1"
1107,Ivan Saputri,Saputri Design dan Fotografi,Design dan Fotografi,Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 130.000,"2,8"
1108,Rina Wati,"Wati Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Malang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"4,9"
1109,Sinta Kusuma,Kusuma Design Logo,Design Logo,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 150.000,"4,3"
1110,Dewa Setiawan,Setiawan Instalasi Listrik,Instalasi Listrik,Malang,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 100.000,"4,2"
1111,Wati Hartono,Hartono Tukang Aluminium,Tukang Aluminium,Tasikmalaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,9"
1112,Sinta Sari,Sari Design dan Fotografi,Design dan Fotografi,Bandung,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 150.000,"4,3"
1113,Ivan Wati,Wati Tukang Aluminium,Tukang Aluminium,Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 130.000,"3,2"
1114,Rini Saputri,Saputri Instalasi Listrik,Instalasi Listrik,Sleman,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"3,5"
1115,Wati Setiawan,Setiawan Foto dan Videografi,Foto dan Videografi,Surabaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,1"
1116,Adi Permatasari,Permatasari Design Logo,Design Logo,Wonosobo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,4
1117,Toni Permatasari,Permatasari Foto dan Videografi,Foto dan Videografi,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,"4,9"
1118,Sari Utami,Utami Tukang AC,Tukang AC,Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"2,8"
1119,Ratna Wati,Wati Tukang AC,Tukang AC,Bandung,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,1"
1120,Maya Ningsih,Ningsih Instalasi Pipa,Instalasi Pipa,Banyuwangi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,8"
1121,Adi Purba,Purba Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Surabaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,"4,7"
1122,Reza Kusuma,Kusuma Instalasi Listrik,Instalasi Listrik,Pekalongan,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,4
1123,Ivan Lestari,Lestari Design dan Fotografi,Design dan Fotografi,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 70.000,"3,2"
1124,Siti Pratama,Pratama Design Logo,Design Logo,Pekalongan,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 60.000,"4,8"
1125,Lina Ningsih,Ningsih Design Logo,Design Logo,Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 95.000,"3,2"
1126,Dwi Wati,Wati Tukang AC,Tukang AC,Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"4,7"
1127,Sari Hadi,Hadi Tukang AC,Tukang AC,Pekalongan,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 70.000,"4,2"
1128,Ani Hadi,Hadi Design dan Cetak,Design dan Cetak,Tasikmalaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,2"
1129,Dian Wati,"Wati Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Kebumen,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 140.000,"4,6"
1130,Lina Saputri,Saputri Tukang AC,Tukang AC,Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,4
